"displayname","ou","dn","whenchanged","objectguid","syncattrs_hash","dn_hash","whencreated","placeholder"
B525208大屯稽徵所綜所稅股,B525208,"OU=B525208,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:24,"9a7b8480ab794f6daf109a7b8480ab79","54ca50e505a3b25bf49d10d799380e0257ef358b8a5d9ec1e65b65043c38e082","243966827af6b51850f81303387294d1f1146bc6ef393671ea3e1b80fbb124a7",2013-03-08 10:06:17,external
B474705東山稽徵所徵收股(停用),B474705,"OU=B474705,OU=B474700,OU=B47,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:01,"1bda31624f4b4de9b4d91bda31624f4b","072f82fde3763612dd9a2b1d035b7b895364c6bc37cee13d65df412c7f37ec75","6b99c5ee6bf0c973a1d9998e6773e4c26c5c277e98ebf5b747f349705d71fc01",2013-03-08 10:19:59,external
B535302東勢稽徵所審核員,B535302,"OU=B535302,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:27,"89aab12ad1f947b2a99589aab12ad1f9","46c4776bf5aadb92c495290b85bb12e351eb5ba54f34b8aa81a70b000e3b4508","8e7b4ea24db8e4d24e8004c40eac623d4e516f0386e41e108f74df7f054914be",2013-03-08 10:18:50,external
B535305東勢稽徵所徵收股(停用),B535305,"OU=B535305,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:29,"61f5397d1fd748f1b08061f5397d1fd7","913072dbd6e2655155f43ab0250ea995ad646424cae3a772138dd76f91ac1af5","8ff828513db3c25543884046005dd2e9fc3fb8ba132b0c3764ee8c11c997798c",2013-03-08 10:19:10,external
B535306東勢稽徵所資料股(停用),B535306,"OU=B535306,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:30,"2e8457ed4fd94bf2b71f2e8457ed4fd9","7b252325fc76855e9d917b3c005b847de8ce839d8a2d1ea70f0747cb01747992","0314a6e986ac6ea5d4a872bd64097e44ae5737471d23856c501cdac2a97f94f6",2013-03-08 10:19:17,external
B535304東勢稽徵所審查股(停用),B535304,"OU=B535304,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:28,"99adc26fe002480cb09299adc26fe002","907ed59096829c9f03ed62e5dfa73d724da9741b49d7a0e5c431e0bcce63763b","470d11d2c3e2c704cbef63ee4019b2b747b33a38ebae2b8d3f05523f371a9563",2013-03-08 10:19:03,external
B535309東勢稽徵所銷售稅股,B535309,"OU=B535309,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:31,"24b7ea1ef49e4728841b24b7ea1ef49e","34d788d8be5443a3dda9c40e1f7ddc425c8d92a0f4d95ea43e51c44058e22f73","03cf4fc7c3dde6f3e95b696c68248b4a0eda2c272ae18fd215c5f98adb47faf4",2013-03-08 10:19:34,external
K464610竹南稽徵所服務管理股,K464610,"OU=K464610,OU=K464600,OU=K46,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:51,"50c4b2370e2c47aa9c0950c4b2370e2c","2c9b8d91c9798a5115e393c0e0dec39934a2b5f9f445ea46f4bec7d9c6bc1047","93e80023e6d74c462e8c41380de3c238275fe9af19ca2b1e9f25b75b2e4ad84e",2013-03-08 10:22:06,external
M616108竹山稽徵所服務管理股,M616108,"OU=M616108,OU=M616100,OU=M61,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:04,"49cd3d3d23da41e0ba9f49cd3d3d23da","42186249757cf168803e89596ea31c1bda0b4d34366068ae549fc79d54144209",f85a774bac692604d13395faa371aa806b5ba017e6e26c0c6176926744bbe1da,2013-03-08 10:23:32,external
P632M03雲林分局人事室,P632M03,"OU=P632M03,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:56,"8945c03a2b3943a9b45d8945c03a2b39","71fa86e6c4eb82ea2d5f4268ea85f3c194edbeec3dda3a5d7cc9852f8d4b2c8f",d50d3ae3b584f24cfe300fcb188a7c49210725152e426715e6d3869f83d83f08,2013-03-08 10:05:11,external
P632N00雲林縣分局政風室(停用),P632N00,"OU=P632N00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:57,a3c14d470a12476ebb5fa3c14d470a12,b9099588e4e7f26af4283e837bda4bc9ab8711929275ab69817f50480c42076b,da595081d83e525bce1ddc4875099a486d9f30c12ecf633fc4ca3adcad6dbc69,2013-03-08 10:24:47,external
B585803大智稽徵所服務股(停用),B585803,"OU=B585803,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:35,"2212087568be4f7098ea2212087568be","7e33aa08782a1b2ed355476e80b83a0e8924b21e1c3d69c58c3dc0baef45a54a","0978937d58231e6cfc9e7be08c59a018a25e022af309ec1e566aa5284fd31cec",2013-03-08 10:23:35,external
B515100沙鹿稽徵所,B515100,"OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:33:26,"8f0a5f44c2e2ea41ae5314d5e83af2bc","41c1148379f7e130aefa5cf9a1ac0c8c7277816504211bca446e66c9f1787d16","0b22211754f3cf2ad18bbb66e62d7be27453245871d0d60f7b1da45366b588c3",2012-02-06 15:29:57,external
L51財政部臺灣省中區國稅局沙鹿稽徵所,L51,"OU=L51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:32:47,c8e232536bdb43bdade1c8e232536bdb,"75237e8f990651758f2fab6e2320cbc750f349c594a4242c652187450c96e57e","705b3d339fc34ad956bcc99b4873d38f12ce6d693c9275f920b36e8ca66725b7",2012-12-17 14:02:20,external
N565600員林稽徵所,N565600,"OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:33:32,"76b23051cd873546bea49327dad05dc9","1680fd1c934a7347733275b33598883a1df9022ebd8efb158eaa0d67a0b8dea8","5b3a124dccdce42d096681b34ff63566d439ebeb89d8be701ecd7fc8618f22fa",2012-02-06 15:37:48,external
N552N04彰化分局政風室,N552N04,"OU=N552N04,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:35,"909976025d934eeab497909976025d93","3e69d6b4361b63326d00520ae4c4b4b1b937602f2adeb96628dbc4fa91eac2e7","58b0f4fd44646fe08f29ed3dedbcabd7db73f73bf1ade9915349f32e9d764862",2013-03-08 10:23:49,external
N575700北斗稽徵所,N575700,"OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:33:32,"4d5e40304e07f1428ad6e6e5d801f9d4","2da4bff0a357f9b5b5afb16334279b28e4df68d2c1759bf98be46253a6933f15","72a977b3e3b8fb040d7e1ff562f78e43d909bc4bb91ce34c4cbbec1e896646d7",2012-02-06 15:38:02,external
N552N00彰化縣分局政風室(停用),N552N00,"OU=N552N00,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:34,ca05724e39b644818bb1ca05724e39b6,"787caecc9c119fd6089bed0be138243ee1a1ea017ff7c744ddebe1c8c6af8896",f8da5f59e61fcf5f1bdaf9ef55134520b36068d5be9839d9808d7e147d70fc49,2013-03-08 10:23:22,external
N552L00彰化縣分局會計室(停用),N552L00,"OU=N552L00,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:32,f5eb65b3a4e34851b027f5eb65b3a4e3,b6725254cc96efebbec244ef2c097188f2fb87dae719b10e40f460056fc8efff,"0492b311ee9154e5d35e8129ca02fa58e7c006b89727e498f10b335860da32ae",2013-03-08 10:06:31,external
N565604員林稽徵所審查股(停用),N565604,"OU=N565604,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:08,"86eef3f421c740c8ae0b86eef3f421c7","0c9ea2ed0e13e83249d935330b9c18798412a061c0bea5124c38af53843af391",c86d102dfedf81c3274f600d1dfcd812940fa6dd956b3edd1b2d59acafc80c5e,2013-03-08 10:07:00,external
N565605員林稽徵所徵收股(停用),N565605,"OU=N565605,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:09,"6abb7e6f977f4b3382ec6abb7e6f977f","38ad695327565ad2f065a3a0cc9b8ee5ca0cd2c63c17d8b04208002e127831e3",db7336f6cdad08894c88470fbb77ac11dfba2d4388fe446eaf0e21f1f3b2b337,2013-03-08 10:07:04,external
N565607員林稽徵所營所遺贈稅股,N565607,"OU=N565607,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:10,"569a0e94990d48c79e62569a0e94990d",b14a2afc35a15b1e880667d4a565c48dac7d0f0f8e6f5d106efedefe9b7a5d75,"052687fa2df98146ddb1b0dc950e1ab167a3c34169fac2b498309490fb668b0f",2013-03-08 10:07:10,external
N565608員林稽徵所綜所稅股,N565608,"OU=N565608,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:11,"87fa914f52f24ab4950187fa914f52f2",de3d423a2649bc305023bafba71e2cef7625a520f94781e9764ff36e95a1ef9b,c5674423dc91b8c7635ae9709fe771611d74ab13a13f79f0a1a1857ba670ec84,2013-03-08 10:07:17,external
N565610員林稽徵所服務管理股,N565610,"OU=N565610,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:12,"06cb45aa8fed4a8e9bee06cb45aa8fed",f572bc27d70d7ab66ebece89d93c722b56daef9acd37b01e27fe10ea66b6c25c,de9f10aa329e7d2c7b478b884674e1d87a5b6cd1e202f819e32cee9bcd7f0d61,2013-03-08 10:08:21,external
N565609員林稽徵所銷售稅股,N565609,"OU=N565609,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:11,"23c7c60e71644c5da94223c7c60e7164",a7515b2f0c9cc4cfa13dff27540f94bbd952d4e927ed056467ad2e63f3bf59f5,"83c8f28d4bae2914f255c9fa878cfde63adc0e7119087a40b756e83c14f33385",2013-03-08 10:07:21,external
N565606員林稽徵所資料股(停用),N565606,"OU=N565606,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:09,"017cc8616e814f47b5cd017cc8616e81",ed8d78ddbbe880645e7811680d668279b07e333ce04bef09a4277f1a4833e8e8,"0ad09ebcbfc1141e937ffdd3f635d8531e3360390ccc90741bbb1c314ec47479",2013-03-08 10:07:07,external
N56財政部中區國稅局員林稽徵所,N56,"OU=N56,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:32:56,a42586cb1325cf439ba3868e956036fe,de6e8086f5f7af0bae7ce775cc602ba61f76a699cbfa2b8b8787bb49ab2ad320,"57ff1f6f62aa2685e838a608fdf01005575456b9f0b7f30a91cad23e5d5242a8",2012-02-06 15:28:27,external
N565601員林稽徵所主任室,N565601,"OU=N565601,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:06,"2b402f79dd9a46f198322b402f79dd9a","4a2e5be692ab1b259d283c6cb35194dce80b52a8e9d985005bda350fe4e9ace3","721487e16fc2005ac052ef14d666a5f6068f71c67c809d65d0a6892e85250b8d",2013-03-08 10:06:50,external
N565602員林稽徵所審核員,N565602,"OU=N565602,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:07,"6e191efcda4043f69e896e191efcda40","60d1ee558baeade8185421e731693ea83aeac14f4609d8d28803aa513324a8dc","0af9f0cdc7b2b4b94ca17a8274ac9036a36d55e1c6a3689ec63992fdee893136",2013-03-08 10:06:53,external
N565603員林稽徵所服務股(停用),N565603,"OU=N565603,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:08,"1b74ed4387f94c9da11e1b74ed4387f9","8f6ee6221b39dd1c1d84d9033f09938c25342a29912fe80fc01583cc2ec582aa","4ad32e1006dfa547e29a9935e27b278d6f5e77206d3c3d0d48cc7eecc92b6102",2013-03-08 10:06:57,external
N575701北斗稽徵所主任室,N575701,"OU=N575701,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:13,"1bdc4e54547c4a239bda1bdc4e54547c",be3f0637d9fd5bc6a4689f1a0fe48b5acf7179bbca3a2e7661defd8090f91fcf,bbabc246664fcac516675c2761734c8381f5b1502d97e0026c991b619066a550,2013-03-08 10:20:31,external
N575703北斗稽徵所服務股(停用),N575703,"OU=N575703,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:15,"907d8881b40e49e58b3a907d8881b40e",e4d45c8d78be399554fdf7a7f28c86126a0e4c0957ffc2687488c69ff4e46684,"60048c3a90741117d191c089ab3bdd9956ca5fca0562019d52e4533390712cf2",2013-03-08 10:20:44,external
N575707北斗稽徵所營所遺贈稅股,N575707,"OU=N575707,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:17,"5e52a306b06f46f5a3ff5e52a306b06f",c8b24b1b3dd47c0f7c41fbfb441dc580c515451ea1d0ad07ddeb3e7c76897916,"2c4d7352cc0e70719994a26d8684b5c04ff1046862f66a477f23cfad4b1a4560",2013-03-08 10:21:15,external
N575702北斗稽徵所審核員,N575702,"OU=N575702,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:14,"1b0479b27df244aeaf271b0479b27df2",f93c4ac570534e33c1a7097773666840de314728afc75a9e426715efe5f2f493,a46c064374695502d10ad37a5c14a00021560dced0169ddda68cd1237c4028b2,2013-03-08 10:20:37,external
N57財政部中區國稅局北斗稽徵所,N57,"OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:32:57,d2f42214ae45e94b94a9b4a0ca3cd061,"2eaa8c729eac73878793d3a419e5628f51364e3b9eda5b61f89a3218048478a1",c11e2bcf3588580210b7a7edf0fbb8ab87ffa812cf08f8cc73dece111c4393ab,2012-02-06 15:28:28,external
P632A01雲林分局分局長室,P632A01,"OU=P632A01,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:43,"7c273f5d805446b187317c273f5d8054",b3cdba7826f5b22c0df7a4c50ca873d432bb8aa1a1ec9449ce5d9fa845b49a56,"8c83778f3b41d0c94c821e81101946080924978de4de99270b51aeee2263f715",2013-03-08 10:15:54,external
P632B06雲林縣分局服務課(停用),P632B06,"OU=P632B06,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:44,"869fcf30b4a0496bbb91869fcf30b4a0",c84c28917367895b413dfac45a4863b90b075e11b9beb4f1c6e65c7d703c6c81,"844f92ee3fb70cec83cf48cb00558f758dfbe3dbf669529e55596cb5c55ccb26",2013-03-08 10:13:48,external
P632B00雲林縣分局服務課(停用),P632B00,"OU=P632B00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:44,"751dd0d2c3f24e40ab61751dd0d2c3f2","8e35aa6427779dea1751cffb7726788b0699b0d0506278866122c1b371de7aaa","1748e733de630cc16e9b5d86966a21c0985f41c3962f74f8f5ee693fffd78038",2013-03-08 10:13:19,external
P632A00雲林縣分局分局長室(停用),P632A00,"OU=P632A00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:42,ca15092d5b004965b96eca15092d5b00,"60e2e93afe939296fb131cb3f76b8ed0e9ce88e5aa3ff9eeb3d28929cfe99a80","654e2f69c8a1664049d8f82109252f44dbbd4dc95ce6203499ce33806a972db7",2013-03-08 10:15:46,external
P632C00雲林縣分局審查課(停用),P632C00,"OU=P632C00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:45,"372fa28d823346adbe3d372fa28d8233",b8f92c356c32ffcc09789907c8445c63986d749a816e9c91515a21bcf60137b8,"0eb0ef252c2ae829f6d9bb75e974410ef555ecd5611f18b11fd6728f0d37f690",2013-03-08 10:10:33,external
P632E10雲林分局營所遺贈稅課,P632E10,"OU=P632E10,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:48,"22c1f5e014f9499194fa22c1f5e014f9","815250574317a1b920650247b5393647e4b536482333b4b66a957baf3bc31ae8","8ed43653f8305ebd46c26a56b9dfd3a84aac8bd7e2165498104d50e3cce107bd",2013-03-08 10:05:42,external
N575704北斗稽徵所審查股(停用),N575704,"OU=N575704,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:16,b3930e7ff18f46ab8953b3930e7ff18f,cd13103366e9bd1ad3afddd6400eeb4f9022d1fdca8abcbc40c8109ac22e7a2e,"2be9bb6ccf01204ab0d54629716f9e6217e768eae22cd717e604eb07a3da3511",2013-03-08 10:20:51,external
N575706北斗稽徵所資料股(停用),N575706,"OU=N575706,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:17,a544d5127589459b8208a544d5127589,a9aec5987b2dfa16d614adedb8b1d1469d6136ea0abdddb592b4b6a154d71a0e,"330658e6fd4651e37fb6d3e43c3e2a98c47dc44166c85be2e2b432bb5d1cdd55",2013-03-08 10:21:08,external
N575709北斗稽徵所銷售稅股,N575709,"OU=N575709,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:19,a446ccfe17764a57acb4a446ccfe1776,"7cb9fa306d5b3a3afaa0472f4dc381a774c8149fea0ba4748780fe34e7c19380","48bd3420114303e3e51504d68de592e0a6776f8990e97f23dcfab3776a912c35",2013-03-08 10:21:22,external
N575705北斗稽徵所徵收股(停用),N575705,"OU=N575705,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:16,de6a834722ed48bb8782de6a834722ed,"739b0214ff80dd6a8495088d97a9e6792d044380f1208ea002cafe181c49c9c9","1ce3f497ce1f4a7b99be62225708fa750078addecb0322ea169de6217f83f6b6",2013-03-08 10:21:01,external
N575708北斗稽徵所綜所稅股,N575708,"OU=N575708,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:18,"9d2015fa6e794e31968a9d2015fa6e79","10038021d9bb91f81d2bc542331f4aef6c5f1ff7b82aa427aee3318647c37e55","2da1d35885fa2d06f2f2a1a3dffcc150ce12c19fca4e431afd4a3103366d29d9",2013-03-08 10:21:18,external
N575710北斗稽徵所服務管理股,N575710,"OU=N575710,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:50:19,"66386718ab834756a46766386718ab83","4c13e10527e798aa2642f24b262475d0576024268ef10365d060ac4d3c14ac1b","76f9a0d38910b1cb09553f2072ce02eda844516708565cdc84c90f511c7cf017",2013-03-08 10:22:13,external
P632K02雲林分局秘書室,P632K02,"OU=P632K02,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:54,"046cb60e0d424312a9ec046cb60e0d42",ee6540a501b348d4cbbc0a7c61f42f9c5d1895552f5dcdb6a899b793a844a5ba,e3a396b508006e2f2c96ab9d9e6bfdea52bf0186648ea4cd47d2168cb9333207,2013-03-08 10:11:12,external
P632L00雲林縣分局會計室(停用),P632L00,"OU=P632L00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:55,"0c71afa736184361b9dd0c71afa73618","253b69fb102df765fbdb8224f9f128ef03ed1420d142097954aca3c055e1a73c",d3b091051f9911e254cf112383b82ce0ed87b7973c2d7cc17cc00127507bc6ea,2013-03-08 10:08:04,external
P632L05雲林分局主計室,P632L05,"OU=P632L05,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:55,"3a8164a55fd2465f81c93a8164a55fd2","3a4259ffdeffc45926f4611575394f856116c1b7302b3380438a44398b5370cf","22650c86b43aa968fe8db50cd917826ee229cfdf8851e2af6fc533d2829933b5",2013-03-08 10:08:10,external
P63財政部中區國稅局雲林分局,P63,"OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:32:41,c634f283ea842c4d9a66cd1a2b4b6c04,"6971b77d4fddc9b7f2ed63052f48d6f32036e004fcaeb190110e0f1dd0b8d341","34b21a8d9cfbe82e7a61164b0cdd7286c45cfb97dbac144ef5c58e5f98efc348",2012-02-06 15:28:29,external
P636300雲林分局,P636300,"OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:33:22,b8897bfe8fcd1f41bea83dd14a973fba,"9f3db47364f7dc65c2f0e9a33cde3016c91545c8268d2060f1105502f06a0c83","96631a6e6934eb549a71b0cc9e6e5543630ed67ac2c574a4cf54babe38de3cd5",2012-02-06 15:36:06,external
P632F11雲林分局綜所稅課,P632F11,"OU=P632F11,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:49,"26020b9c1ce94122b52426020b9c1ce9","215ab3a42fc74978e636d09f499954e92706dba82b59baf003bd48b2294c5dd2",fdb8e3dd0147fe86abd54a479a2af08ff16b05f630f4181f869f61615b18dc1b,2013-03-08 10:03:17,external
P632C07雲林縣分局審查課(停用),P632C07,"OU=P632C07,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:45,"1f4fd762f2b3413fbea01f4fd762f2b3","6f92e098c63570341d4fc0fa87af4d5f99eade15bace235c54343b59266ccd05","4e61c71bee8e695fc1fbce01f750c0c29919154ac03c80b9602c4d7beeb06a47",2013-03-08 10:10:50,external
P632D09雲林縣分局徵收課(停用),P632D09,"OU=P632D09,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:47,"1063546528c9424284841063546528c9",ce697cb011cb260217facb56570a0acff837bad6d92f6609f456d1cf2f8a2c40,"96ac300e3c2fab29e1cf2ac65c5679788377fe7c740947b3f7e5daa44a2151b6",2013-03-08 10:08:07,external
P632D00雲林縣分局徵收課(停用),P632D00,"OU=P632D00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:46,"37efa4876fed4c84a2d037efa4876fed","3489299e3506cf964bb20bb9446ea259202e87b3e4e1ffaed2a22fec0b8fdd8a","05ee369da9bbe9033c7ab6516c0e6300b31c13d0a06dac9131309e9771707277",2013-03-08 10:07:43,external
P632E00雲林縣分局第一課(停用),P632E00,"OU=P632E00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:47,"460094a7a20f4b809f4c460094a7a20f",cf1b87f1a0dd06670954be2edaae9ee110b9fa5cbf3c13693fbf744e231f04ba,"72ae7fedf4c04d8899083681dbc8f593fa776678e4001b1d21fb538eb86ad15b",2013-03-08 10:04:33,external
P632G00雲林縣分局資料課(停用),P632G00,"OU=P632G00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:50,e76a02f2832441ea9e70e76a02f28324,"41a209b10cb6f07af78036888c4597d5e22d0e5ce3561998a2ef02969c1fe900","2b9a50cfbf228649a71cd762c6cf24600cf4f96b4da5d44fe5c2315e2e936fa1",2013-03-08 10:21:46,external
P632H12雲林分局銷售稅課,P632H12,"OU=P632H12,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:52,c3c08909af174281884bc3c08909af17,ac343f41ecc643111ae0a4eadf049d65281dee07c14f87d4c62635a71b0fa164,b7b83185694306e9a1780206057dc17febaa7dec5a5fa6f02a861c26477ba527,2013-03-08 10:19:14,external
P632H00雲林縣分局第三課(停用),P632H00,"OU=P632H00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:51,f076f3aaea314938b73af076f3aaea31,d4ad847d8bbccd08b947062f4dbcd4aa2d52e819063483d899a72388396b00cb,"222630c509afcf08fc461d0aa22a38ce413d5437baade4d08d006d0c54485651",2013-03-08 10:18:12,external
P632J13雲林分局服務管理課,P632J13,"OU=P632J13,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:53,"63267f77ebda4c97b7ba63267f77ebda","62980622d4f6d6fd4bedd4f3fa01fcc0ecdc85a26ddd0cb9c8d9c3183a08222b",c92503aef77c512aa458b6400319aa328ca3a08a94cfa2b2c0325efb4734d5af,2013-03-08 10:15:22,external
P632J00雲林縣分局第四課(停用),P632J00,"OU=P632J00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:52,e2fe99e603b145f79cf6e2fe99e603b1,"64d9b2dc0543213cbf79b7965a4867ffdae4e64ced210405f00d049e49aa17e1",b7d78ef7770ceb8b5a1818662f02c2ece92e390aa5d4896c3ca68087055ad6ae,2013-03-08 10:13:58,external
P632F00雲林縣分局第二課(停用),P632F00,"OU=P632F00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:49,f81ed1afb63647bc89b6f81ed1afb636,"330952ce8c6debf460166ed5b00e3fb40530eee405b5d0a99a3ed3a4b82dce71",ff0ecca0b5a6fa9d4b562dc9ae8ae1de3ad150ac333f5c6b1d35fdb25cd98cce,2013-03-08 10:24:23,external
P632G08雲林縣分局資料課(停用),P632G08,"OU=P632G08,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:50,"5bc397e611d4472f845e5bc397e611d4","38f473d77fd6ab2227cf22a9302b96fed2ad831f221407910aef3c3ee64e35d2","99557c4f2a520b79b447da58a2f7f8f36de6c7159e37180dd3f036818af70e91",2013-03-08 10:21:56,external
